d,f,c,thre_inc,n_modes,n_fvs,svm_acc,svm_std,lda_acc,lda_std
0,1,0,30,22,1298,0.9305,0.0245,0.9381,0.0251
0,1,0,30,24,1416,0.9330,0.0275,0.9380,0.0229
0,1,1,30,4,468,0.9305,0.0366,0.9454,0.0291
0,1,1,30,6,702,0.9454,0.0331,0.9479,0.0207
0,1,1,30,22,2574,0.9503,0.0354,0.9653,0.0317
0,1,1,30,8,936,0.9379,0.0322,0.9652,0.0201
0,1,1,30,10,1170,0.9528,0.0344,0.9602,0.0279
0,1,1,30,12,1404,0.9404,0.0491,0.9627,0.0301
0,1,1,30,14,1638,0.9478,0.0326,0.9626,0.0375
0,1,1,30,24,2808,0.9553,0.0458,0.9627,0.0340
0,1,0,35,14,966,0.9330,0.0250,0.9405,0.0336
1,0,0,30,4,236,0.9180,0.0355,0.9329,0.0400
1,0,0,30,6,354,0.9204,0.0387,0.9378,0.0342
1,0,0,30,8,472,0.9129,0.0451,0.9279,0.0376
0,1,0,35,16,1104,0.9429,0.0251,0.9405,0.0317
1,0,0,30,10,590,0.9180,0.0435,0.9207,0.0287
1,0,0,30,12,708,0.9230,0.0286,0.9329,0.0296
0,1,0,35,18,1242,0.9331,0.0247,0.9430,0.0315
1,0,0,30,14,826,0.9354,0.0257,0.9304,0.0189
1,0,0,30,16,944,0.9354,0.0279,0.9454,0.0214
0,1,0,35,20,1380,0.9329,0.0197,0.9404,0.0255
1,0,0,30,18,1062,0.9230,0.0207,0.9404,0.0300
1,0,0,30,20,1180,0.9304,0.0271,0.9404,0.0200
0,1,0,35,22,1518,0.9279,0.0327,0.9404,0.0278
1,0,0,30,22,1298,0.9305,0.0331,0.9380,0.0296
0,1,0,35,24,1656,0.9330,0.0249,0.9454,0.0266
1,0,0,30,24,1416,0.9329,0.0318,0.9405,0.0198
0,1,1,35,4,548,0.9280,0.0393,0.9479,0.0305
1,0,1,30,4,468,0.9254,0.0405,0.9180,0.0295
0,1,1,35,6,822,0.9404,0.0337,0.9554,0.0243
1,0,1,30,6,702,0.9354,0.0340,0.9329,0.0316
1,0,1,30,8,936,0.9305,0.0215,0.9527,0.0325
0,1,1,35,8,1096,0.9479,0.0361,0.9627,0.0256
1,0,1,30,10,1170,0.9429,0.0404,0.9552,0.0312
0,1,1,35,10,1370,0.9503,0.0371,0.9602,0.0255
1,0,1,30,12,1404,0.9355,0.0371,0.9379,0.0371
0,1,1,35,12,1644,0.9504,0.0316,0.9652,0.0357
1,0,1,30,14,1638,0.9429,0.0317,0.9503,0.0352
0,1,1,35,14,1918,0.9477,0.0411,0.9651,0.0357
1,0,1,30,16,1872,0.9553,0.0332,0.9552,0.0292
0,1,1,35,16,2192,0.9577,0.0297,0.9651,0.0357
1,0,1,30,18,2106,0.9429,0.0298,0.9577,0.0275
0,1,1,35,18,2466,0.9378,0.0516,0.9652,0.0357
1,0,1,30,20,2340,0.9403,0.0358,0.9552,0.0311
0,1,1,35,20,2740,0.9527,0.0344,0.9676,0.0355
1,0,1,30,22,2574,0.9527,0.0284,0.9527,0.0283
0,1,1,35,22,3014,0.9503,0.0317,0.9652,0.0300
1,0,1,30,24,2808,0.9529,0.0304,0.9479,0.0235
1,1,0,30,4,468,0.9180,0.0415,0.9354,0.0301
1,1,0,30,6,702,0.9304,0.0333,0.9379,0.0202
1,1,0,30,8,936,0.9279,0.0327,0.9279,0.0236
1,1,0,30,10,1170,0.9230,0.0396,0.9330,0.0225
0,1,1,35,24,3288,0.9478,0.0440,0.9577,0.0372
1,0,0,35,4,276,0.9429,0.0225,0.9254,0.0487
1,1,0,30,12,1404,0.9254,0.0390,0.9380,0.0254
1,0,0,35,6,414,0.9205,0.0219,0.9354,0.0279
1,0,0,35,8,552,0.9155,0.0301,0.9379,0.0339
1,0,0,35,10,690,0.9280,0.0304,0.9330,0.0224
1,1,0,30,14,1638,0.9179,0.0229,0.9330,0.0249
1,0,0,35,12,828,0.9305,0.0330,0.9230,0.0237
1,0,0,35,14,966,0.9279,0.0263,0.9280,0.0173
1,0,0,35,16,1104,0.9404,0.0200,0.9404,0.0279
1,1,0,30,16,1872,0.9205,0.0271,0.9454,0.0243
1,0,0,35,18,1242,0.9329,0.0252,0.9503,0.0274
1,0,0,35,20,1380,0.9306,0.0240,0.9430,0.0219
1,1,0,30,18,2106,0.9306,0.0308,0.9404,0.0277
1,0,0,35,22,1518,0.9279,0.0411,0.9429,0.0272
1,0,0,35,24,1656,0.9329,0.0252,0.9554,0.0243
1,0,1,35,4,548,0.9302,0.0402,0.9279,0.0343
1,1,0,30,20,2340,0.9354,0.0279,0.9479,0.0322
1,0,1,35,6,822,0.9278,0.0308,0.9378,0.0303
1,0,1,35,8,1096,0.9405,0.0317,0.9428,0.0318
1,0,1,35,10,1370,0.9455,0.0310,0.9553,0.0290
1,1,0,30,22,2574,0.9155,0.0258,0.9355,0.0277
1,0,1,35,12,1644,0.9255,0.0332,0.9504,0.0384
1,0,1,35,14,1918,0.9354,0.0340,0.9454,0.0242
1,1,0,30,24,2808,0.9280,0.0209,0.9479,0.0281
1,1,1,30,4,700,0.9404,0.0301,0.9452,0.0293
1,1,1,30,6,1050,0.9329,0.0299,0.9405,0.0298
1,0,1,35,16,2192,0.9479,0.0176,0.9528,0.0284
1,1,1,30,8,1400,0.9282,0.0256,0.9355,0.0253
1,1,1,30,10,1750,0.9430,0.0273,0.9477,0.0261
1,0,1,35,18,2466,0.9379,0.0392,0.9502,0.0335
1,1,1,30,12,2100,0.9529,0.0305,0.9455,0.0214
1,1,1,30,14,2450,0.9404,0.0390,0.9554,0.0330
1,0,1,35,20,2740,0.9504,0.0194,0.9454,0.0243
1,1,1,30,16,2800,0.9478,0.0379,0.9528,0.0344
1,0,1,35,22,3014,0.9404,0.0340,0.9503,0.0315
1,1,1,30,18,3150,0.9380,0.0319,0.9504,0.0353
1,0,1,35,24,3288,0.9529,0.0205,0.9604,0.0369
1,1,0,35,4,548,0.9281,0.0302,0.9379,0.0257
1,1,0,35,6,822,0.9204,0.0315,0.9354,0.0356
1,1,0,35,8,1096,0.9254,0.0318,0.9330,0.0249
1,1,0,35,10,1370,0.9280,0.0283,0.9454,0.0268
1,1,1,30,20,3500,0.9503,0.0296,0.9579,0.0248
1,1,0,35,12,1644,0.9330,0.0334,0.9430,0.0316
1,1,0,35,14,1918,0.9055,0.0273,0.9379,0.0202
1,1,0,35,16,2192,0.9304,0.0293,0.9430,0.0271
1,1,0,35,18,2466,0.9205,0.0333,0.9330,0.0249
1,1,1,30,22,3850,0.9404,0.0321,0.9504,0.0250
1,1,0,35,20,2740,0.9130,0.0300,0.9454,0.0348
1,1,0,35,22,3014,0.9330,0.0222,0.9480,0.0258
1,1,0,35,24,3288,0.9280,0.0306,0.9405,0.0252
1,1,1,35,4,820,0.9354,0.0280,0.9429,0.0297
1,1,1,35,6,1230,0.9355,0.0254,0.9354,0.0279
1,1,1,35,8,1640,0.9430,0.0273,0.9429,0.0251
1,1,1,35,10,2050,0.9405,0.0389,0.9477,0.0306
1,1,1,30,24,4200,0.9429,0.0355,0.9578,0.0297
0,0,1,35,4,276,0.9530,0.0299,0.9380,0.0373
0,0,1,35,6,414,0.9629,0.0199,0.9578,0.0222
0,0,1,35,8,552,0.9627,0.0254,0.9602,0.0255
0,0,1,35,10,690,0.9454,0.0367,0.9602,0.0228
0,0,1,35,12,828,0.9628,0.0230,0.9554,0.0290
1,1,1,35,12,2460,0.9478,0.0262,0.9480,0.0391
0,0,1,35,14,966,0.9677,0.0274,0.9603,0.0337
0,0,1,35,16,1104,0.9503,0.0334,0.9578,0.0273
0,0,1,35,18,1242,0.9577,0.0274,0.9578,0.0334
0,0,1,35,20,1380,0.9529,0.0304,0.9652,0.0318
0,0,1,35,22,1518,0.9651,0.0300,0.9676,0.0251
1,1,1,35,14,2870,0.9379,0.0280,0.9454,0.0349
0,0,1,35,24,1656,0.9602,0.0405,0.9676,0.0250
0,1,0,35,4,276,0.9354,0.0321,0.9380,0.0254
0,1,0,35,6,414,0.9254,0.0355,0.9255,0.0160
0,1,0,35,8,552,0.9229,0.0379,0.9256,0.0334
0,1,0,35,10,690,0.9180,0.0337,0.9305,0.0332
0,1,0,35,12,828,0.9379,0.0280,0.9404,0.0337
0,0,1,40,10,790,0.9604,0.0275,0.9454,0.0348
0,0,1,40,12,948,0.9604,0.0252,0.9553,0.0269
0,0,1,40,14,1106,0.9602,0.0278,0.9652,0.0276
0,0,1,40,16,1264,0.9503,0.0315,0.9701,0.0332
1,1,1,35,16,3280,0.9354,0.0359,0.9528,0.0284
0,0,1,40,18,1422,0.9554,0.0216,0.9529,0.0232
0,0,1,40,20,1580,0.9527,0.0284,0.9554,0.0309
0,0,1,40,22,1738,0.9527,0.0325,0.9651,0.0299
0,0,1,40,24,1896,0.9602,0.0300,0.9627,0.0230
0,1,0,40,4,316,0.9330,0.0388,0.9355,0.0318
0,1,0,40,6,474,0.9105,0.0359,0.9180,0.0199
0,1,0,40,8,632,0.9205,0.0352,0.9231,0.0324
0,1,0,40,10,790,0.9230,0.0306,0.9305,0.0366
0,1,0,40,12,948,0.9278,0.0264,0.9404,0.0357
0,1,0,40,14,1106,0.9305,0.0270,0.9330,0.0223
1,1,1,35,18,3690,0.9305,0.0331,0.9529,0.0322
0,1,0,40,16,1264,0.9329,0.0253,0.9429,0.0298
0,1,0,40,18,1422,0.9230,0.0238,0.9479,0.0305
0,1,0,40,20,1580,0.9429,0.0275,0.9429,0.0317
0,1,0,40,22,1738,0.9280,0.0262,0.9430,0.0249
0,1,0,40,24,1896,0.9255,0.0296,0.9405,0.0253
0,1,1,40,4,628,0.9255,0.0432,0.9454,0.0291
0,1,1,40,6,942,0.9428,0.0372,0.9553,0.0187
0,1,1,40,8,1256,0.9503,0.0354,0.9627,0.0256
0,1,1,40,10,1570,0.9503,0.0388,0.9602,0.0279
0,1,1,40,12,1884,0.9529,0.0324,0.9677,0.0275
0,1,1,40,14,2198,0.9478,0.0468,0.9677,0.0296
0,1,1,40,16,2512,0.9477,0.0426,0.9626,0.0392
0,1,1,40,18,2826,0.9403,0.0358,0.9726,0.0305
1,1,1,35,20,4100,0.9404,0.0321,0.9527,0.0326
0,1,1,40,20,3140,0.9453,0.0368,0.9652,0.0391
0,1,1,40,22,3454,0.9429,0.0317,0.9604,0.0337
1,1,1,35,22,4510,0.9329,0.0373,0.9454,0.0246
0,1,1,40,24,3768,0.9503,0.0419,0.9578,0.0371
1,0,0,40,4,316,0.9155,0.0405,0.9280,0.0390
1,0,0,40,6,474,0.9254,0.0319,0.9427,0.0373
1,0,0,40,8,632,0.9179,0.0321,0.9454,0.0332
1,0,0,40,10,790,0.9330,0.0249,0.9330,0.0222
1,0,0,40,12,948,0.9205,0.0291,0.9280,0.0209
1,0,0,40,14,1106,0.9330,0.0274,0.9404,0.0256
1,0,0,40,16,1264,0.9305,0.0218,0.9479,0.0207
1,0,0,40,18,1422,0.9354,0.0301,0.9528,0.0283
1,0,0,40,20,1580,0.9204,0.0370,0.9379,0.0228
1,0,0,40,22,1738,0.9156,0.0338,0.9355,0.0198
1,1,1,35,24,4920,0.9504,0.0335,0.9654,0.0253
