d,f,c,thre_inc,n_modes,n_fvs,svm_acc,svm_std,lda_acc,lda_std
0,1,1,65,4,1028,0.8667,0.0422,0.8483,0.0524
0,1,1,70,4,1108,0.8650,0.0353,0.8450,0.0395
0,1,1,10,6,222,0.8800,0.0356,0.8433,0.0389
0,1,1,20,6,462,0.8800,0.0476,0.8483,0.0376
0,1,1,25,6,582,0.8783,0.0350,0.8567,0.0327
0,1,1,30,6,702,0.8867,0.0348,0.8500,0.0387
0,1,1,35,6,822,0.8783,0.0334,0.8583,0.0403
0,1,1,40,6,942,0.8833,0.0365,0.8483,0.0345
0,1,1,45,6,1062,0.8800,0.0420,0.8533,0.0379
0,1,1,50,6,1182,0.8767,0.0448,0.8600,0.0467
0,1,1,55,6,1302,0.8700,0.0306,0.8517,0.0383
0,1,1,60,6,1422,0.8750,0.0443,0.8567,0.0410
0,1,1,65,6,1542,0.8767,0.0461,0.8467,0.0493
0,1,1,70,6,1662,0.8850,0.0391,0.8567,0.0501
0,1,1,10,8,296,0.8833,0.0342,0.8400,0.0429
0,1,1,20,8,616,0.8767,0.0343,0.8550,0.0422
0,1,1,25,8,776,0.8700,0.0386,0.8517,0.0293
0,1,1,30,8,936,0.8867,0.0400,0.8583,0.0410
0,1,1,35,8,1096,0.8717,0.0558,0.8483,0.0513
0,1,1,40,8,1256,0.8783,0.0350,0.8533,0.0458
0,1,1,45,8,1416,0.8800,0.0323,0.8650,0.0497
0,1,1,50,8,1576,0.8767,0.0389,0.8550,0.0428
0,1,1,55,8,1736,0.8733,0.0327,0.8517,0.0353
0,1,1,60,8,1896,0.8917,0.0281,0.8717,0.0454
0,1,1,65,8,2056,0.8750,0.0335,0.8500,0.0401
0,1,1,70,8,2216,0.8850,0.0189,0.8667,0.0465
0,1,1,10,10,370,0.8717,0.0334,0.8567,0.0423
0,1,1,20,10,770,0.8900,0.0423,0.8600,0.0478
0,1,1,25,10,970,0.8750,0.0375,0.8467,0.0420
0,1,1,30,10,1170,0.8867,0.0314,0.8600,0.0436
0,1,1,35,10,1370,0.8767,0.0367,0.8650,0.0418
0,1,1,40,10,1570,0.8550,0.0409,0.8633,0.0340
0,1,1,45,10,1770,0.8833,0.0342,0.8600,0.0403
0,1,1,50,10,1970,0.8667,0.0465,0.8633,0.0510
0,1,1,55,10,2170,0.8700,0.0348,0.8600,0.0318
0,1,1,60,10,2370,0.8783,0.0350,0.8617,0.0409
0,1,1,65,10,2570,0.8850,0.0263,0.8550,0.0511
0,1,1,70,10,2770,0.8883,0.0279,0.8583,0.0417
0,1,1,10,12,444,0.8667,0.0350,0.8500,0.0373
0,1,1,20,12,924,0.8883,0.0325,0.8550,0.0460
0,1,1,25,12,1164,0.8700,0.0400,0.8450,0.0373
0,1,1,30,12,1404,0.9000,0.0394,0.8600,0.0410
0,1,1,35,12,1644,0.8867,0.0407,0.8483,0.0425
0,1,1,40,12,1884,0.8767,0.0300,0.8683,0.0361
0,1,1,45,12,2124,0.8750,0.0291,0.8533,0.0470
0,1,1,50,12,2364,0.8817,0.0353,0.8517,0.0450
0,1,1,55,12,2604,0.8750,0.0430,0.8600,0.0389
0,1,1,60,12,2844,0.8817,0.0273,0.8600,0.0478
0,1,1,65,12,3084,0.8650,0.0391,0.8600,0.0410
0,1,1,70,12,3324,0.8833,0.0269,0.8717,0.0350
0,1,1,10,14,518,0.8800,0.0433,0.8517,0.0398
0,1,1,20,14,1078,0.8783,0.0334,0.8600,0.0442
0,1,1,25,14,1358,0.8933,0.0343,0.8617,0.0317
0,1,1,30,14,1638,0.9017,0.0252,0.8633,0.0393
0,1,1,35,14,1918,0.8683,0.0545,0.8667,0.0477
0,1,1,40,14,2198,0.8817,0.0273,0.8633,0.0348
0,1,1,45,14,2478,0.8867,0.0356,0.8550,0.0441
0,1,1,50,14,2758,0.8783,0.0269,0.8600,0.0423
0,1,1,55,14,3038,0.8800,0.0356,0.8633,0.0379
0,1,1,60,14,3318,0.8850,0.0252,0.8717,0.0415
0,1,1,65,14,3598,0.8750,0.0403,0.8683,0.0486
0,1,1,70,14,3878,0.8867,0.0323,0.8717,0.0342
0,1,1,10,16,592,0.8850,0.0329,0.8600,0.0291
0,1,1,20,16,1232,0.8933,0.0359,0.8600,0.0442
